"county","cases","latitude","longitude"
"Ohio, Butler","49","39.4233043","-84.5936897"
"Ohio, Carroll","5","40.5250362","-81.0927234"
"Ohio, Champaign","4","40.1726987","-83.7701999"
"Ohio, Clark","7","39.9229676","-83.7905959"
"Ohio, Clermont","16","39.0678155","-84.1566341"
"Ohio, Clinton","7","39.4259873","-83.8445792"
"Ohio, Columbiana","28","40.7787016","-80.7648602"
"Ohio, Coshocton","8","40.2905684","-81.9271441"
"Ohio, Crawford","7","40.8705909","-82.9065596"
"Ohio, Cuyahoga","780","41.4301347","-81.6905558"
"Ohio, Darke","26","40.168765","-84.631372"
"Ohio, Defiance","6","41.3203058","-84.5084835"
"Ohio, Delaware","61","40.2317686","-82.9651045"
"Ohio, Erie","6","41.3506462","-82.640448"
"Ohio, Fairfield","32","39.7886111","-82.6418883"
"Ohio, Fayette","1","39.5839889","-83.4401122"
"Ohio, Franklin","503","40.0283162","-83.0076657"
"Ohio, Fulton","3","41.6045817","-84.1141048"
"Ohio, Gallia","4","43.56256105","4.0659619584986775"
"Ohio, Geauga","35","41.4768249","-81.1850459"
"Ohio, Greene","9","39.6908207","-83.9175037"
"Ohio, Guernsey","1","40.0802222","-81.4859433"
"Ohio, Hamilton","220","39.2085354","-84.5501874"
"Ohio, Hancock","9","40.9939911","-83.6587588"
"Ohio, Hardin","1","40.6880457","-83.6835337"
"Ohio, Highland","4","39.1802516","-83.6304344"
"Ohio, Holmes","1","40.5840117","-81.9304045"
"Ohio, Huron","5","41.1305303","-82.591828"
"Ohio, Jefferson","14","40.3792938","-80.7847619"
"Ohio, Knox","6","40.4467896","-82.4056302"
"Ohio, Lake","66","43.8873121","-85.7824304"
"Ohio, Lawrence","4","38.6065461","-82.5702511"
"Ohio, Licking","41","40.1318041","-82.4627856"
"Ohio, Logan","3","40.4430521","-83.7414465"
"Ohio, Lorain","95","41.2633554","-82.1734746"
"Ohio, Lucas","233","41.6508446","-83.621321"
"Ohio, Madison","12","39.8868227","-83.3937233"
"Ohio, Mahoning","203","40.9830133","-80.7826416"
"Ohio, Marion","11","40.5885271","-83.1895249"
"Ohio, Medina","72","41.1000764","-81.9382517"
"Ohio, Mercer","6","40.4367866","-84.6109122"
"Ohio, Miami","64","40.0580258","-84.2236524"
"Ohio, Montgomery","57","39.6837328","-84.2854817"
"Ohio, Morrow","1","40.4574358","-82.7771661"
"Ohio, Muskingum","3","40.0064162","-81.9984697"
"Ohio, Ottawa","5","41.5421375","-83.213342"
"Ohio, Perry","2","39.6370289","-82.2044367"
"Ohio, Pickaway","13","39.6725327","-83.0373284"
"Ohio, Pike","1","40.2253569","-82.6881395"
"Ohio, Portage","65","41.1496775","-81.2082"
"Ohio, Preble","3","39.8125011","-84.6411162"
"Ohio, Richland","10","40.776322","-82.5302254"
"Ohio, Ross","4","39.3455507","-83.077359"
"Ohio, Sandusky","5","41.2951563","-83.1555438"
"Ohio, Seneca","4","41.1343702","-83.1194199"
"Ohio, Shelby","7","40.3491604","-84.1593008"
"Ohio, Stark","79","40.7214654","-81.4399734"
"Ohio, Summit","165","41.1457902","-81.5333603"
"Ohio, Trumbull","72","41.3068487","-80.7661017"
"Ohio, Tuscarawas","17","40.3759469","-81.464888"
"Ohio, Union","5","40.3255937","-83.3676859"
"Ohio, Van Wert","2","40.8014651","-84.600988"
"Ohio, Warren","31","39.4203978","-84.180897"
"Ohio, Washington","4","39.4782641","-81.5488945"
"Ohio, Wayne","18","40.8615819","-81.9034617"
"Ohio, Williams","1","41.5018224","-84.5923785"
"Ohio, Wood","20","41.2776661","-83.6643025"
"Ohio, Wyandot","2","40.865471","-83.2810539"
"Oklahoma, Adair","14","35.8783136","-94.6567402"
"Oklahoma, Atoka","1","34.3284948","-96.017838"
"Oklahoma, Beckham","1","35.2496723","-99.6946079"
"Oklahoma, Bryan","3","33.95386","-96.3154827"
"Oklahoma, Caddo","2","35.131317","-98.3797949"
"Oklahoma, Canadian","29","35.5438102","-98.0031532"
"Oklahoma, Carter","1","34.2330314","-97.2789479"
"Oklahoma, Cherokee","7","35.9158661","-94.9950063"
"Oklahoma, Choctaw","1","34.0246234","-95.52055"
"Oklahoma, Cleveland","130","35.2301869","-97.3109151"
"Oklahoma, Comanche","33","34.6557505","-98.4485103"
"Oklahoma, Cotton","4","34.2907874","-98.3750699"
"Oklahoma, Craig","2","36.7594037","-95.2053495"
"Oklahoma, Creek","39","34.9550817","-97.2684063"
"Oklahoma, Custer","5","35.6286063","-99.0092034"
"Oklahoma, Delaware","11","36.4118421","-94.8069453"
"Oklahoma, Garfield","5","36.3735486","-97.7845975"
"Oklahoma, Garvin","8","34.7258964","-97.3522579"
"Oklahoma, Grady","5","35.0507761","-97.8849251"
"Oklahoma, Grant","1","36.7888817","-97.7824914"
"Oklahoma, Greer","5","34.9326334","-99.5435856"
"Oklahoma, Jackson","4","34.5976018","-99.4370196"
"Oklahoma, Kay","25","36.8384462","-97.1571626"
"Oklahoma, Kingfisher","3","35.9471931","-97.9641244"
"Oklahoma, Kiowa","1","34.9425062","-99.019906"
"Oklahoma, Latimer","2","34.8759191","-95.2482652"
"Oklahoma, Le Flore","1","34.8782244","-94.6852153"
"Oklahoma, Lincoln","7","35.6961464","-96.8898429"
"Oklahoma, Logan","5","35.8879493","-97.4621935"
"Oklahoma, Love","2","33.9852998","-97.2526992"
"Oklahoma, Major","1","36.2860458","-98.4995602"
"Oklahoma, Mayes","5","36.3047676","-95.2355722"
"Oklahoma, McClain","11","34.9756991","-97.481167"
"Oklahoma, McCurtain","1","34.1450295","-94.7802324"
"Oklahoma, Muskogee","16","35.6630196","-95.3927706"
"Oklahoma, Noble","5","36.4129621","-97.2681939"
"Oklahoma, Nowata","7","36.7798848","-95.6226184"
"Oklahoma, Oklahoma","237","35.5533328","-97.4367741"
"Oklahoma, Okmulgee","7","35.6677078","-95.9690122"
"Oklahoma, Osage","22","36.6189659","-96.401338"
"Oklahoma, Ottawa","8","36.8223646","-94.8186091"
"Oklahoma, Pawnee","16","36.3151645","-96.7200995"
"Oklahoma, Payne","18","36.0721527","-96.9456522"
"Oklahoma, Pittsburg","2","34.927554","-95.7639966"
"Oklahoma, Pontotoc","7","34.707331","-96.6814853"
"Oklahoma, Pottawatomie","11","35.1783637","-96.969909"
"Oklahoma, Rogers","10","36.3781607","-95.6190889"
"Oklahoma, Seminole","1","35.1705939","-96.6263487"
"Oklahoma, Sequoyah","4","35.5035863","-94.7360577"
"Oklahoma, Stephens","8","34.4858287","-97.8636045"
"Oklahoma, Texas","1","36.7390314","-101.4953594"
"Oklahoma, Tulsa","175","36.1556805","-95.9929113"
"Oklahoma, Wagoner","30","35.9542216","-95.5636238"
"Oklahoma, Washington","28","36.6930592","-95.9078261"
"Oklahoma, Washita","1","35.2917033","-98.9966972"
"Oklahoma, Woodward","1","36.374499","-99.2455382"
"Oregon, Benton","17","42.474695","-121.383188"
"Oregon, Clackamas","66","45.4103887","-122.5660663"
"Oregon, Clatsop","4","42.47662","-121.39366"
"Oregon, Columbia","1","44.0449791","-123.0679787"
"Oregon, Crook","1","44.1460291","-120.3839476"
"Oregon, Deschutes","36","44.1569232","-121.2586995"
"Oregon, Douglas","9","45.5086215","-122.67439184469237"
"Oregon, Grant","1","45.6823463","-120.7864506"
"Oregon, Hood River","3","45.7053101","-121.5217927"
"Oregon, Jackson","27","35.3307547","-83.2085786"
"Oregon, Josephine","12","42.3554368","-123.5602707"
"Oregon, Klamath","13","43.896382","-121.442783"
"Oregon, Lane","21","43.9792797","-120.737257"
"Oregon, Lincoln","4","42.1087496","-122.4030776"
"Oregon, Linn","37","44.309309400000004","-120.84896965317915"
"Oregon, Malheur","2","43.1023481","-117.6916892"
"Oregon, Marion","178","44.7486725","-122.9341855546875"
"Oregon, Morrow","2","45.360901","-119.6052459"
"Oregon, Multnomah","175","45.4661508","-122.7127865"
"Oregon, Polk","20","44.879673","-123.4599594"
"Oregon, Tillamook","3","45.455921","-123.844429"
"Oregon, Umatilla","5","45.9173549","-119.3425179"
"Oregon, Union","3","45.2095159","-117.8653691"
"Oregon, Wallowa","1","45.5700002","-117.5277377"
"Oregon, Wasco","7","45.5917107","-120.6981554"
"Oregon, Washington","228","14.2775226","120.9679402"
"Oregon, Yamhill","23","45.3415037","-123.1873291"
"Pennsylvania, Adams","19","39.8708972","-77.2395963"
"Pennsylvania, Allegheny","476","40.4597204","-79.9760405"
"Pennsylvania, Armstrong","11","40.7876239","-79.4689832"
"Pennsylvania, Beaver","65","40.6916624","-80.3709999"
"Pennsylvania, Bedford","3","40.0271453","-78.5237447"
"Pennsylvania, Berks","201","39.9785347","-75.1335538"
"Pennsylvania, Blair","6","40.4870748","-78.3682329"
"Pennsylvania, Bradford","9","41.7746685","-76.5264613"
"Pennsylvania, Bucks","446","40.3451668","-75.1263909"
"Pennsylvania, Butler","75","40.8610205","-79.8952251"
"Pennsylvania, Cambria","4","40.4843583","-78.718852"
"Pennsylvania, Cameron","1","41.4586993","-78.1931833"
"Pennsylvania, Carbon","34","40.8908468","-75.7212917"
"Pennsylvania, Centre","32","40.9699889","-77.7278831"
"Pennsylvania, Chester","226","39.9829308","-75.7652424"
"Pennsylvania, Clarion","4","41.1818771","-79.429169"
"Pennsylvania, Clearfield","5","40.9908706","-78.4457422"
"Pennsylvania, Clinton","1","41.2711458","-77.6984481"
"Pennsylvania, Columbia","15","41.0389186","-76.4191791"
"Pennsylvania, Crawford","5","41.6951179","-80.1428967"
"Pennsylvania, Cumberland","45","40.1541581","-77.2803933"
"Pennsylvania, Dauphin","79","40.398036","-76.8115168"
"Pennsylvania, Delaware","542","39.9194117","-75.4001639"
"Pennsylvania, Erie","17","42.1294712","-80.0852695"
"Pennsylvania, Fayette","20","39.8222992","-79.918944"
"Pennsylvania, Forest","1","40.9699889","-77.7278831"
"Pennsylvania, Franklin","26","39.9259345","-77.7485516"
"Pennsylvania, Greene","11","39.8513322","-80.2466384"
"Pennsylvania, Huntingdon","3","40.3446332","-78.0281185"
"Pennsylvania, Indiana","7","40.6424116","-79.1262839"
"Pennsylvania, Juniata","5","40.5368022","-77.4300565"
"Pennsylvania, Lackawanna","119","41.4406084","-75.6260271"
"Pennsylvania, Lancaster","232","40.08067","-76.2411283"
"Pennsylvania, Lawrence","19","41.001415","-80.350071"
"Pennsylvania, Lebanon","54","40.375713","-76.4626118"
"Pennsylvania, Lehigh","584","40.6096215","-75.6048728"
"Pennsylvania, Luzerne","484","41.1749635","-75.9695233"
"Pennsylvania, Lycoming","8","41.3472688","-77.0220348"
"Pennsylvania, McKean","1","41.8019737","-78.5769879"
"Pennsylvania, Mercer","10","41.3334542","-80.3014412"
"Pennsylvania, Mifflin","2","40.6099183","-77.6215085"
"Pennsylvania, Monroe","397","41.0400423","-75.3249475"
"Pennsylvania, Montgomery","875","41.1703592","-76.8769076"
"Pennsylvania, Montour","16","41.0289528","-76.6615816"
"Pennsylvania, Northampton","466","40.7451356","-75.3289302"
"Pennsylvania, Northumberland","8","40.8488473","-76.6943741"
"Pennsylvania, Perry","4","40.3966461","-77.2890283"
"Pennsylvania, Philadelphia","2284","39.9527237","-75.1635262"
"Pennsylvania, Pike","83","40.9699889","-77.7278831"
"Pennsylvania, Potter","2","41.7302743","-77.9022292"
"Pennsylvania, Schuylkill","63","40.6936632","-76.2277971"
"Pennsylvania, Snyder","4","40.7615395","-77.0909536"
"Pennsylvania, Somerset","3","39.9980022","-79.0415528"
"Pennsylvania, Susquehanna","4","41.8218729","-75.8170767"
"Pennsylvania, Tioga","3","41.7741691","-77.254256"
"Pennsylvania, Union","4","40.9745493","-77.0785945"
"Pennsylvania, Unknown","0","39.7424537","-75.8645144"
"Pennsylvania, Venango","3","41.3996112","-79.7709417"
"Pennsylvania, Warren","1","41.8119602","-79.2654452"
"Pennsylvania, Washington","40","40.1943798","-80.2541251"
"Pennsylvania, Wayne","23","41.6264414","-75.3045103"
"Pennsylvania, Westmoreland","110","40.2930159","-79.4873204"
"Pennsylvania, York","102","39.962398","-76.727392"
"Puerto Rico, Unknown","378","18.3913471","-66.8904788"
"Rhode Island, Bristol","21","41.7034082","-71.2844401"
"Rhode Island, Kent","59","41.6722912","-71.602762"
"Rhode Island, Newport","33","41.4899827","-71.3137707"
"Rhode Island, Providence","418","41.8239891","-71.4128343"
"Rhode Island, Unknown","159","41.4769259","-71.5200774"
"Rhode Island, Washington","34","41.463239","-71.7039673"
"South Carolina, Abbeville","6","34.2264946","-82.4364036"
"South Carolina, Aiken","22","33.5723191","-81.6182086"
"South Carolina, Allendale","1","32.9635006","-81.3400056"
"South Carolina, Anderson","62","34.5258335","-82.652962"
"South Carolina, Bamberg","5","33.2130154","-81.0166235"
"South Carolina, Barnwell","2","33.2641009","-81.4190808"
"South Carolina, Beaufort","131","32.4315813","-80.6698286"
"South Carolina, Berkeley","42","33.1595951","-79.9070461"
"South Carolina, Calhoun","3","33.6567769","-80.7603948"
"South Carolina, Charleston","247","32.7876012","-79.9402728"
"South Carolina, Cherokee","1","35.0372626","-81.6480755"
"South Carolina, Chester","7","34.6859896","-81.1545073"
"South Carolina, Chesterfield","10","34.6500578","-80.1417843"
"South Carolina, Clarendon","34","33.6653463","-80.2277002"
"South Carolina, Colleton","6","32.8620726","-80.677114"
"South Carolina, Darlington","15","34.3609331","-79.9438572"
"South Carolina, Dillon","1","34.4014089","-79.3864339"
"South Carolina, Dorchester","36","33.0756291","-80.3431133"
"South Carolina, Edgefield","5","33.7635851","-81.9759066"
"South Carolina, Fairfield","8","34.4091797","-81.1131228"
"South Carolina, Florence","29","34.1984435","-79.7671658"
"South Carolina, Georgetown","16","33.4392245","-79.3343041"
"South Carolina, Greenville","174","34.851354","-82.3984882"
"South Carolina, Greenwood","9","34.1489805","-82.112882"
"South Carolina, Hampton","1","32.7861789","-81.1237271"
"South Carolina, Horry","51","33.9204504","-78.9578973"
"South Carolina, Jasper","8","32.4048602","-81.0414726"
"South Carolina, Kershaw","136","34.3334398","-80.5669895"
"South Carolina, Lancaster","31","34.6628067","-80.700546"
"South Carolina, Laurens","6","34.4646451","-81.9944042"
"South Carolina, Lee","13","34.1619217","-80.2539608"
"South Carolina, Lexington","78","33.8986841","-81.275054"
"South Carolina, Marion","2","34.0572007","-79.3987578"
"South Carolina, Marlboro","3","34.5810346","-79.6742033"
"South Carolina, McCormick","1","33.8795325","-82.2797719"
"South Carolina, Newberry","5","34.3266879","-81.5830086"
"South Carolina, Oconee","5","34.7622221","-83.1099645"
"South Carolina, Orangeburg","25","33.4918203","-80.8556476"
"South Carolina, Pickens","17","34.8882592","-82.7193824"
"South Carolina, Richland","224","34.0190006","-80.9176832"
"South Carolina, Saluda","2","34.0015232","-81.7720522"
"South Carolina, Spartanburg","60","34.9498007","-81.9320157"
"South Carolina, Sumter","75","33.8998826","-80.3237032"
"South Carolina, Union","6","34.6941696","-81.642794"
"South Carolina, Williamsburg","6","33.6442699","-79.7442135"
"South Carolina, York","73","34.9603293","-81.1655408"
"South Dakota, Aurora","1","43.6963371","-98.5722461"
"South Dakota, Beadle","21","44.4157764","-98.2751583"
"South Dakota, Bon Homme","1","43.0067408","-97.8721324"
"South Dakota, Brookings","2","44.3763598","-96.7925213"
"South Dakota, Brown","7","45.5832968","-98.3674786"
"South Dakota, Charles Mix","1","43.2257871","-98.6162758"
"South Dakota, Clark","1","44.8684319","-97.7431382"
"South Dakota, Clay","3","42.9190617","-96.9712933"
"South Dakota, Codington","8","44.9695646","-97.1976513"
"South Dakota, Davison","3","43.6660467","-98.1383168"
"South Dakota, Deuel","1","44.7554353","-96.671551"
"South Dakota, Fall River","1","43.2264954","-103.5791473"
"South Dakota, Faulk","1","45.0743643","-99.1739778"
"South Dakota, Hamlin","1","44.6754502","-97.2005816"
"South Dakota, Hughes","3","44.4047339","-99.946102"
"South Dakota, Hutchinson","2","43.3271413","-97.7396791"
"South Dakota, Lake","1","44.6471761","-100.348761"
"South Dakota, Lawrence","9","44.3501591","-103.8248538"
"South Dakota, Lincoln","19","43.2724187","-96.7387762"
"South Dakota, Lyman","1","43.9176386","-99.8581638"
"South Dakota, Marshall","1","45.7619018","-97.6300108"
"South Dakota, McCook","2","43.6719795","-97.37153"
"South Dakota, Meade","1","44.5263375","-102.6463435"
"South Dakota, Minnehaha","68","43.6680284","-96.7837626"
"South Dakota, Pennington","6","43.9955746","-102.7854668"
"South Dakota, Roberts","3","45.6000291","-97.0000238"
"South Dakota, Spink","1","44.9438314","-98.3730958"
"South Dakota, Todd","1","43.184924","-100.7438395"
"South Dakota, Turner","3","43.3256378","-97.136978"
"South Dakota, Union","3","42.8717888","-96.6772947"
"South Dakota, Yankton","11","42.8712938","-97.3967011"
"Tennessee, Anderson","10","36.1063226","-84.1849939"
"Tennessee, Bedford","6","35.5099479","-86.4507189"
"Tennessee, Benton","4","35.1742411","-84.6535468"
"Tennessee, Bledsoe","2","35.5943104","-85.2104415"
"Tennessee, Blount","33","35.6719722","-83.9314465"
"Tennessee, Bradley","21","35.1694469","-84.855938"
"Tennessee, Campbell","4","36.3865389","-84.1351617"
"Tennessee, Cannon","4","35.8044159","-86.0512075"
"Tennessee, Carroll","6","35.7184028","-88.8200586"
"Tennessee, Carter","3","36.2840805","-82.1194772"
"Tennessee, Cheatham","11","36.2444954","-87.0967857"
"Tennessee, Chester","5","35.4265564","-88.6009817"
"Tennessee, Claiborne","2","36.4673161","-83.6786377"
"Tennessee, Clay","1","36.5125924","-85.5323062"
"Tennessee, Cocke","1","35.9467093","-83.103978"
"Tennessee, Coffee","3","35.4906115","-86.069633"
"Tennessee, Cumberland","22","35.953805","-84.9748195"
"Tennessee, Davidson","808","36.189724","-86.7857862"
"Tennessee, DeKalb","5","35.9804643","-85.83965"
"Tennessee, Dickson","21","36.1459327","-87.3480592"
"Tennessee, Dyer","5","36.0526084","-89.4171552"
"Tennessee, Fayette","17","35.1739357","-89.4175416"
"Tennessee, Fentress","1","36.3639975","-84.9303411"
"Tennessee, Franklin","12","35.925193","-86.8689365"
"Tennessee, Gibson","7","35.9745692","-88.932729"
"Tennessee, Giles","3","35.2178285","-87.0296239"
"Tennessee, Grainger","3","36.2810821","-83.5107018"
"Tennessee, Greene","16","36.1698443","-82.8766356"
"Tennessee, Grundy","11","35.3697894","-85.7106606"
"Tennessee, Hamblen","3","36.2068067","-83.267995"
"Tennessee, Hamilton","67","35.1755638","-85.1940792"
"Tennessee, Hardeman","5","35.1743058","-88.9963359"
"Tennessee, Hardin","2","35.1946569","-88.1857563"
"Tennessee, Hawkins","8","36.429878","-82.9568899"
"Tennessee, Haywood","2","35.5675653","-89.287824"
"Tennessee, Henry","4","36.2039488","-88.4197705"
"Tennessee, Hickman","1","35.794948","-87.4646163"
"Tennessee, Houston","1","36.2696163","-87.7406571"
"Tennessee, Humphreys","3","36.018558","-87.7721645"
"Tennessee, Jackson","3","35.6144446","-88.8177418"
"Tennessee, Jefferson","6","36.040946","-83.4596349"
"Tennessee, Johnson","2","36.443004","-81.8434683"
"Tennessee, Knox","98","35.9859998","-83.9375598"
"Tennessee, Lauderdale","2","35.7579793","-89.6175055"
"Tennessee, Lawrence","3","35.6486823","-88.7906131"
"Tennessee, Lewis","2","35.5291497","-87.4950257"
"Tennessee, Lincoln","4","35.1711024","-86.5783704"
"Tennessee, Loudon","12","35.7490023","-84.320293"
"Tennessee, Macon","7","36.5237906","-86.0130908"
"Tennessee, Madison","17","36.2561646","-86.7138861"
"Tennessee, Marion","14","36.3286649","-87.4338996"
"Tennessee, Marshall","4","35.4814932","-86.7711675"
"Tennessee, Maury","20","35.6285992","-87.0736684"
"Tennessee, McMinn","3","35.444223","-84.624875"
"Tennessee, McNairy","3","35.1663375","-88.5766172"
"Tennessee, Meigs","2","35.51017","-84.8109718"
"Tennessee, Monroe","5","35.4397238","-84.239964"
"Tennessee, Montgomery","41","36.4803824","-87.3786221"
"Tennessee, Morgan","2","36.1372409","-84.629496"
"Tennessee, Obion","2","36.2589567","-89.1917353"
"Tennessee, Overton","2","36.3396292","-85.286641"
"Tennessee, Perry","2","35.6337989","-87.8498777"
"Tennessee, Polk","2","35.1269463","-84.5303524"
"Tennessee, Putnam","81","36.1379872","-85.4553784"
"Tennessee, Roane","3","35.84857","-84.5225522"
"Tennessee, Robertson","51","36.4996336","-86.8519164"
"Tennessee, Rutherford","127","35.855716","-86.4209219"
"Tennessee, Scott","3","36.4380433","-84.5095507"
"Tennessee, Sequatchie","2","35.3594724","-85.401448"
"Tennessee, Sevier","13","35.8047065","-83.5291901"
"Tennessee, Shelby","640","35.1782557","-89.8739775"
"Tennessee, Smith","3","35.8092329","-88.539775"
"Tennessee, Sullivan","18","36.4966673","-82.286903"
"Tennessee, Sumner","283","36.4496718","-86.4685413"
"Tennessee, Tipton","28","35.499348","-89.7487432"
"Tennessee, Trousdale","7","36.3882376","-86.1332156"
"Tennessee, Unicoi","1","36.1072175","-82.4440506"
"Tennessee, Union","1","36.2979687","-83.8451468"
"Tennessee, Unknown","80","40.4124541","-90.8368406"
"Tennessee, Warren","1","35.6889753","-85.7796626"
"Tennessee, Washington","20","36.2636501","-82.4911791"
"Tennessee, Wayne","2","35.2499093","-87.8084373"
"Tennessee, Weakley","1","35.2645241","-87.1886241"
"Tennessee, White","2","35.9245897","-85.4630947"
"Tennessee, Williamson","221","35.8772991","-86.8978708"
"Tennessee, Wilson","71","36.1466658","-86.3119998"
"Texas, Anderson","1","31.7819242","-95.6258199"
"Texas, Angelina","8","31.2544545","-94.6181177"
"Texas, Atascosa","2","28.8554434","-98.5316314"
"Texas, Austin","4","30.2711286","-97.7436995"
"Texas, Bastrop","10","30.0900753","-97.3127179"
"Texas, Bell","51","31.0081659","-97.4314413"
"Texas, Bexar","328","29.4263987","-98.5104781"
"Texas, Blanco","1","30.2419274","-98.4004594"
"Texas, Bowie","10","33.4198886","-94.4479626"
"Texas, Brazoria","123","29.18161","-95.4993375"
"Texas, Brazos","72","30.65215735","-96.38111441360186"
"Texas, Brown","4","31.7525184","-98.9904722"
"Texas, Burleson","1","30.4764878","-96.6353488"
"Texas, Burnet","4","30.7763939","-98.1700016"
"Texas, Caldwell","2","29.8298971","-97.5959641"
"Texas, Calhoun","8","28.5031572","-96.6736551"
"Texas, Cameron","55","3.8870067","11.5509966"
"Texas, Camp","1","32.9723128","-94.9852858"
"Texas, Cass","4","33.0560857","-94.3510366"
"Texas, Castro","9","34.4952536","-102.2592314"
"Texas, Chambers","11","29.7191125","-94.5412295"
"Texas, Cherokee","5","31.8390826","-95.1791849"
"Texas, Clay","1","33.6856157","-98.2123296"
"Texas, Collin","227","33.1609629","-96.6060984"
"Texas, Colorado","4","29.6099609","-96.5478826"
"Texas, Comal","18","29.7979704","-98.2690787"
"Texas, Comanche","1","31.9130171","-98.527388"
"Texas, Coryell","2","31.3689333","-97.8184077"
"Texas, Crane","2","31.4486118","-102.5163544"
"Texas, Dallas","831","32.7762719","-96.7968559"
"Texas, Dawson","3","32.7410762","-101.9576048"
"Texas, DeWitt","6","29.0931328","-97.3158457"
"Texas, Deaf Smith","3","34.9323974","-102.5983118"
"Texas, Denton","273","33.1838787","-97.1413417"
"Texas, Donley","5","34.9315007","-100.8145306"
"Texas, Eastland","3","32.2978594","-98.8630896"
"Texas, Ector","15","31.8941755","-102.5794339"
"Texas, El Paso","78","31.7754152","-106.4646348"
"Texas, Ellis","27","32.3347829","-96.7920233"
"Texas, Erath","3","32.1954856","-98.2213499"
"Texas, Falls","1","31.2320941","-96.9262126"
"Texas, Fannin","2","33.5372542","-96.0902822"
"Texas, Fayette","10","29.8381635","-96.9559692"
"Texas, Fort Bend","221","29.511218","-95.7807348"
"Texas, Franklin","1","33.155212","-95.2255189"
"Texas, Gaines","1","32.7044935","-102.6220553"
"Texas, Galveston","206","29.3872254","-94.992736"
"Texas, Gillespie","1","30.2954086","-98.9086643"
"Texas, Goliad","1","28.6467776","-97.4379552"
"Texas, Gonzales","1","29.4436555","-97.5108636"
"Texas, Gray","1","35.3711816","-100.7892236"
"Texas, Grayson","12","33.5636114","-96.6702111"
"Texas, Gregg","8","32.4492408","-94.8532848"
"Texas, Grimes","3","30.5169334","-95.9943034"
"Texas, Guadalupe","23","29.6480061","-97.8279576"
"Texas, Hale","6","34.0321298","-101.8088827"
"Texas, Hardin","15","30.3049642","-94.403904"
"Texas, Harris","1036","29.8119769","-95.3741247"
"Texas, Harrison","5","32.5233959","-94.3982158"
"Texas, Hays","47","30.0447901","-98.0393127"
"Texas, Henderson","1","32.182598","-95.7893178"
"Texas, Hidalgo","79","26.3530256","-98.216445"
"Texas, Hill","3","31.8160381","-99.5120986"
"Texas, Hockley","7","33.5714311","-102.3110415"
"Texas, Hood","8","32.4107555","-97.828282"
"Texas, Hopkins","3","33.1368252","-95.5656578"
"Texas, Hunt","8","33.1161567","-96.0808922"
"Texas, Jackson","3","28.9224028","-96.55561"
"Texas, Jasper","2","30.7485258","-94.000884"
"Texas, Jefferson","40","29.834772","-94.1704496"
"Texas, Jim Wells","1","27.8067733","-98.1084601"
"Texas, Johnson","18","32.3766071","-97.3568623"
"Texas, Karnes","2","28.8791858","-97.9062893"
"Texas, Kaufman","9","32.6199161","-96.2967512"
"Texas, Kendall","8","29.943885","-98.7258845"
"Texas, Kerr","2","30.045717","-99.3884839"
"Texas, Kleberg","1","27.3983129","-97.7485096"
"Texas, Lamar","3","33.6383552","-95.582343"
"Texas, Lamb","1","34.0321667","-102.3429233"
"Texas, Lampasas","1","31.1761363","-98.240563"
"Texas, Lavaca","1","29.3703333","-96.9334531"
"Texas, Lee","2","30.3031353","-96.9588587"
"Texas, Leon","2","31.2715127","-95.9953382"
"Texas, Liberty","5","30.0856736","-94.7856262"
"Texas, Limestone","3","31.5261854","-96.580617"
"Texas, Live Oak","3","28.2678746","-98.101923"
"Texas, Llano","3","30.6663312","-98.6970374"
"Texas, Lubbock","117","33.5635206","-101.879336"
"Texas, Lynn","3","33.1474257","-101.812592"
"Texas, Martin","1","31.8160381","-99.5120986"
"Texas, Matagorda","36","28.8879823","-96.0035095"
"Texas, Maverick","4","28.792861","-100.3110817"
"Texas, McLennan","49","31.5487691","-97.2189254"
"Texas, Medina","3","29.2836281","-99.1126826"
"Texas, Midland","19","31.9973662","-102.0779482"
"Texas, Milam","2","30.7626867","-96.9981706"
"Texas, Montague","1","33.6205753","-97.7215754"
"Texas, Montgomery","119","30.301949","-95.5065944"
"Texas, Moore","6","35.8156121","-101.9104355"
"Texas, Morris","1","33.0738633","-94.7392197"
"Texas, Nacogdoches","12","31.5970503","-94.5927451"
"Texas, Navarro","5","32.0279525","-96.4985456"
"Texas, Newton","1","30.8118989","-93.740504"
"Texas, Nueces","41","27.7153774","-97.6199942"
"Texas, Oldham","2","35.3907651","-102.6193428"
"Texas, Orange","7","30.1228634","-93.9041169"
"Texas, Palo Pinto","1","32.7215726","-98.2814881"
"Texas, Panola","4","32.1367712","-94.3130073"
"Texas, Parker","5","32.7599475","-97.7935767"
"Texas, Polk","7","30.7642828","-94.8192175"
"Texas, Potter","21","35.3683354","-101.8776577"
"Texas, Randall","21","34.9444713","-101.8850309"
"Texas, Robertson","2","31.0339058","-96.5079742"
"Texas, Rockwall","10","32.8923464","-96.4066987"
"Texas, Rusk","7","32.051377","-94.7906553"
"Texas, San Augustine","4","31.3970365","-94.1751389"
"Texas, San Jacinto","1","30.5083577","-95.1902362"
"Texas, San Patricio","3","27.9973226","-97.5130456"
"Texas, Shelby","10","31.7716364","-94.1301652"
"Texas, Smith","53","32.3402898","-95.2563971"
"Texas, Starr","5","26.5630409","-98.7479897"
"Texas, Swisher","1","34.47235","-101.7119955"
"Texas, Tarrant","383","32.7513658","-97.335696"
"Texas, Taylor","18","32.2793121","-99.8812612"
